responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_3s5oJinPhGO8E55,anonymous,Yes,Yes,About Once a Day,About Once a Day,A Few Times a Week,Less Often,A Few Times a Week,Don't use at all,A Few Times a Week,Every Few Weeks,About Once a Day,Several Times a Day,About Once a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,No,sometimes,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Good idea,Good idea,Slightly Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3CVi3SKfqCCi1Lf,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Several Times a Day,A Few Times a Week,Several Times a Day,About Once a Day,About Once a Day,About Once a Day,About Once a Day,About Once a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,I'm not sure.,Yes,sometimes,Agree,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Agree,Important,Important,Neither important nor unimportant,Important,Important,Good idea,Bad idea,Moderately Concerned,Extremely Concerned,35 - 44,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",9,9,9,9,7,2,8,6,Very Sensitive 10,Very Sensitive 10,9,9,6,8,9,8,6,6,4,6,5,6,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always
R_daRwA9Wy7tddqTL,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,Every Few Weeks,Less Often,A Few Times a Week,Less Often,Every Few Weeks,About Once a Day,Don't use at all,Every Few Weeks,Every Few Weeks,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I LEARN SOMETHNGS ABOUT IT,Agree,Neither Agree Nor Disagree,Agree,Agree,Agree,Important,Important,Important,Neither important nor unimportant,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",6,8,7,6,9,4,9,6,4,4,9,6,6,9,9,8,6,5,Complete Trust - 7,5,5,5,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always
R_21aXcpqk2W2zv9o,anonymous,Yes,Yes,About Once a Day,About Once a Day,Don't use at all,About Once a Day,Every Few Weeks,A Few Times a Week,Don't use at all,Don't use at all,A Few Times a Week,Don't use at all,A Few Times a Week,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,I'm not sure.,No,No,Yes,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,I'm not sure.,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,n/a,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Moderately Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,6,6,6,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,7,6,4,6,6,4,2,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes
R_etXhaZjlHFeSbVD,anonymous,Yes,Yes,Every Few Weeks,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,I'm not sure.,Yes,Yes,No,No,Yes,Yes,Yes,depends on the context,Agree,Agree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Bad idea,I'm not sure,Extremely Concerned,Extremely Concerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,4,6,Very Sensitive 10,7,5,7,7,7,Very Sensitive 10,9,3,4,6,5,No trust at all - 1,No trust at all - 1,Never,Never,Never,Sometimes,Sometimes,Never,Always
R_cT3wmZdke3Zkec1,anonymous,Yes,Yes,About Once a Day,Several Times a Day,Don't use at all,Don't use at all,Less Often,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,About Once a Day,,Yes,No,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,I'm not sure.,I'm not sure.,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,It depends on the credibility of the information seeker. Who know what they are going to do with out data. Credible information seekers can be trusted to some level and risk free to some extend. I keep myself safe from strangers and people/websites/company with low credibility.,Agree,Agree,Agree,Agree,Neither agree nor disagree,Not important,Not important,Neither important nor unimportant,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","Less than $10,000",6,7,7,Very Sensitive 10,7,3,8,2,2,2,2,3,Very Sensitive 10,9,Very Sensitive 10,5,3,3,4,5,2,2,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always
R_1gdthJsrwkAgOws,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,sometimes,Agree,Agree,Agree,Agree,Agree,Not important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$20,000 - $29,999",9,9,9,Very Sensitive 10,9,Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,9,9,9,Very Sensitive 10,Complete Trust - 7,6,Complete Trust - 7,6,Complete Trust - 7,Complete Trust - 7,Always,Always,Always,Always,Always,Always,Sometimes
R_Pw8iukTAXaZjZEl,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Don't use at all,Don't use at all,Every Few Weeks,Several Times a Day,Several Times a Day,Don't use at all,A Few Times a Week,Don't use at all,Several Times a Day,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,I'm not sure.,Yes,No,Yes,I'm not sure.,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,I'm not sure.,No,No,Yes,No,-99,Agree,Agree,Agree,Agree,Agree,Not important,Not important,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Slightly Concerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$70,000 - $79,999",8,5,9,9,6,8,4,3,4,2,3,6,Very Sensitive 10,8,9,8,3,5,6,2,No trust at all - 1,No trust at all - 1,Never,Never,Never,Sometimes,Always,Always,Sometimes
R_1FEZ4Yylmg2T6wR,anonymous,Yes,Yes,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,it depends,Agree,Agree,Agree,Agree,Agree,Not important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Good idea,Good idea,Moderately Concerned,Moderately Concerned,35 - 44,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",5,4,4,7,2,2,4,3,5,4,6,2,4,4,5,3,4,2,4,5,2,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3lFeZKFCshFKFtd,anonymous,Yes,Yes,Several Times a Day,About Once a Day,A Few Times a Week,Every Few Weeks,Every Few Weeks,Several Times a Day,Don't use at all,Less Often,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,I'm not sure.,Yes,To preserve my privacy,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,I'm not sure,Slightly Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$20,000 - $29,999",Very Sensitive 10,9,Very Sensitive 10,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,5,8,5,5,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,Complete Trust - 7,6,4,6,6,3,Sometimes,Sometimes,Always,Always,Always,Always,Always
R_3HCAutwLlLS8IoL,anonymous,Yes,Yes,Every Few Weeks,A Few Times a Week,Less Often,Every Few Weeks,Less Often,A Few Times a Week,Every Few Weeks,Less Often,A Few Times a Week,About Once a Day,A Few Times a Week,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,I'm not sure.,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,No,No,Yes,Yes,I'm not sure.,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,No,Yes,No,I'm not sure.,I'm not sure.,Yes,Yes,No,Yes,No,No,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,No,I'm not sure.,Yes,Yes,Yes,No,-99,Neither Agree Nor Disagree,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Important,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Good idea,I'm not sure,Slightly Concerned,Extremely Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Not Sensitive 1,3,4,4,5,3,4,3,4,2,Not Sensitive 1,6,4,4,5,4,5,4,6,5,4,Complete Trust - 7,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes
R_bgqPDK98PARmuxr,anonymous,Yes,Yes,A Few Times a Week,A Few Times a Week,About Once a Day,Several Times a Day,A Few Times a Week,About Once a Day,Every Few Weeks,Less Often,A Few Times a Week,About Once a Day,Every Few Weeks,Yes,Yes,Yes,No,No,No,Yes,I'm not sure.,No,No,No,Yes,Yes,Yes,No,Yes,I'm not sure.,Yes,No,Yes,No,No,I'm not sure.,I'm not sure.,No,No,No,Yes,No,No,I'm not sure.,I'm not sure.,Yes,Yes,Yes,No,No,No,No,No,Yes,I'm not sure.,Yes,Yes,Yes,Yes,No,No,No,Yes,I'm not sure.,I'm not sure.,Yes,I'm not sure.,Yes,Yes,No,No,No,none ,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither important nor unimportant,Important,Important,Not important,Important,Good idea,Good idea,Moderately Concerned,Neither Concerned nor Unconcerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Master's degree (For example: MA, MS)","$50,000 - $59,999",3,3,4,5,3,3,5,6,6,4,6,3,7,3,3,5,3,4,6,3,3,4,Always,Always,Never,Always,Sometimes,Never,Sometimes
R_1mkLB47elZFvqeu,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,No,No,No,I'm not sure.,No,Yes,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,Yes,I'm not sure.,No,No,No,I'm not sure.,No,No,I'm not sure.,No,No,I'm not sure.,No,No,I'm not sure.,I'm not sure.,No,I'm not sure.,No,I'm not sure.,No,I'm not sure.,I'm not sure.,No,No,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,No,No,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,No,I'm not sure.,Yes,It depended on each scenario being different than others,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Not important,Not important,Important,Bad idea,I'm not sure,Neither Concerned nor Unconcerned,Slightly Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,Asian,0,0,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$10,000 - $19,999",3,3,3,Very Sensitive 10,5,7,7,3,7,8,7,5,7,5,5,4,4,3,4,5,3,4,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always
R_10PF3vqSzcYJkfk,anonymous,Yes,Yes,A Few Times a Week,Every Few Weeks,A Few Times a Week,Don't use at all,About Once a Day,Several Times a Day,Don't use at all,A Few Times a Week,About Once a Day,Don't use at all,Several Times a Day,Yes,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I'm not sure.,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,"who would have access to the data, the exact data being collected and how it would be used.",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,3,4,6,6,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,4,3,3,No trust at all - 1,No trust at all - 1,No trust at all - 1,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes
R_3pm34RC9WOQfDPw,anonymous,Yes,Yes,About Once a Day,Less Often,Don't use at all,Don't use at all,Less Often,A Few Times a Week,Don't use at all,Don't use at all,Less Often,Don't use at all,Several Times a Day,I'm not sure,I'm not sure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,I didn't. I was 100% against it.,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Good idea,Good idea,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,35 - 44,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",Not Sensitive 1,Not Sensitive 1,5,8,7,6,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,6,5,4,Not Sensitive 1,Not Sensitive 1,2,2,4,4,2,4,Never,Never,Never,Never,Never,Never,Never
R_2QxDU9yTfqYTRxn,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,A Few Times a Week,About Once a Day,Every Few Weeks,A Few Times a Week,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,SUCH AS THE INFORMATION HAS BEEN GOOD AND GATHERED THE FULL COMPONENTS OF THE NEWS AND MORE TRUSTABLE QUALITY,Neither Agree Nor Disagree,Agree,Agree,Neither Agree Nor Disagree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Unconcerned,Extremely Unconcerned,35 - 44,0,Man,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",9,6,9,8,9,7,7,Very Sensitive 10,Very Sensitive 10,7,8,9,9,8,Very Sensitive 10,8,6,4,6,5,6,6,Always,Always,Always,Always,Always,Always,Always
R_33Ek1K3FugkC4wx,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Less Often,Less Often,Every Few Weeks,Less Often,Less Often,Less Often,Every Few Weeks,Several Times a Day,Several Times a Day,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,sometimes,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Agree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Good idea,Good idea,Moderately Unconcerned,Neither Concerned nor Unconcerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$90,000 - $99,999",-99,-99,-99,6,8,Very Sensitive 10,-99,7,8,-99,9,8,-99,6,-99,-99,5,6,6,Complete Trust - 7,6,5,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes
R_UX7vIYQ6UOAb96N,anonymous,Yes,Yes,About Once a Day,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,I'm not sure,I'm not sure,Yes,No,No,Yes,Yes,Yes,Yes,I'm not sure.,No,No,No,No,Yes,No,I'm not sure.,I'm not sure.,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,for the researchers it depends on research they involved in for using the social media posts,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Neither important nor unimportant,Important,Important,Important,Bad idea,Bad idea,Moderately Concerned,Moderately Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$30,000 - $39,999",6,8,9,Very Sensitive 10,9,8,6,8,7,6,6,9,9,9,7,7,3,2,2,3,2,2,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always
R_3DoKYlyaITElkHm,anonymous,Yes,Yes,Several Times a Day,Less Often,Less Often,Less Often,Don't use at all,Several Times a Day,Don't use at all,Don't use at all,Less Often,Several Times a Day,Several Times a Day,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"I do not agree with any of that, answer is plain no!",Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Important,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Bad idea,I'm not sure,Neither Concerned nor Unconcerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"Less than $10,000",-99,-99,-99,-99,-99,Very Sensitive 10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Complete Trust - 7,Complete Trust - 7,6,5,3,4,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes
R_3I3qPXCG4buNeIO,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Don't use at all,Don't use at all,A Few Times a Week,A Few Times a Week,-99,-99,-99,-99,-99,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes because I feel a bit iffy about sharing certain posts of my social media because some of it is my personal life.,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Moderately Concerned,Moderately Concerned,25 - 34,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,Some college but no degree,"$40,000 - $49,999",-99,-99,-99,Very Sensitive 10,-99,-99,3,2,-99,-99,5,Very Sensitive 10,-99,-99,Very Sensitive 10,-99,3,4,5,3,3,4,Never,Always,Always,Sometimes,Always,Always,Always
